comuna,dormitorios,baños,estacionamientos,bodegas,superficie_total,superficie_util,precio,gastos_comunes,lat,long,precio_total,distancia_estacion,estacion_cercana
Las Condes,3.0,3.0,4.0,1.0,427.0,427.0,3891760.0,1200000.0,-33.3809342,-70.5002107,5091760.0,5118.209675414449,Los Dominicos
Las Condes,4.0,5.0,3.0,0.0,265.0,265.0,3567447.0,800000.0,-33.4127328,-70.593596,4367447.0,456.03133009360704,El Golf
Las Condes,1.0,1.0,1.0,1.0,51.75,51.75,807500.0,202500.0,-33.417397,-70.583427,1010000.0,366.18618138605535,Escuela Militar
Las Condes,2.0,2.0,1.0,1.0,80.4,80.4,1182500.0,291000.0,-33.417397,-70.583427,1473500.0,366.18618138605535,Escuela Militar
RM (Metropolitana),3.0,3.0,1.0,0.0,167.0,140.0,1978311.0,250000.0,-33.4132526,-70.6012773,2228311.0,535.4878658876164,Tobalaba
Las Condes,4.0,3.0,2.0,0.0,246.0,222.0,1945880.0,450000.0,-33.413291,-70.588473,2395880.0,247.9571082767074,Alcántara
Las Condes,4.0,4.0,1.0,0.0,160.0,140.0,1500000.0,230000.0,-33.3992597,-70.5603581,1730000.0,1071.4963785212674,Hernando de Magallanes
Las Condes,2.0,3.0,2.0,1.0,235.0,205.0,2900000.0,360000.0,-33.4121871,-70.5910526,3260000.0,378.07119589084334,Alcántara
Las Condes,3.0,3.0,3.0,0.0,300.0,135.0,2100000.0,0.0,-33.4060031,-70.5639082,2100000.0,433.65561367632284,Manquehue
Las Condes,4.0,3.0,5.0,1.0,545.0,353.0,4216074.0,500000.0,-33.3829673,-70.5206193,4716074.0,3571.9519476000332,Los Dominicos
Las Condes,3.0,4.0,3.0,1.0,379.0,303.0,3891760.0,900000.0,-33.380163,-70.524687,4791760.0,3609.11447203523,Los Dominicos
Las Condes,4.0,5.0,3.0,0.0,379.0,303.0,3891760.0,0.0,-33.3799305,-70.5243614,3891760.0,3646.9436034143805,Los Dominicos
Las Condes,3.0,4.0,3.0,1.0,300.0,255.0,3567447.0,420000.0,-33.4121004,-70.5891159,3987447.0,362.243580849625,Alcántara
Las Condes,2.0,2.0,1.0,1.0,75.8,75.8,1039900.0,291000.0,-33.417397,-70.583427,1330900.0,366.18618138605535,Escuela Militar
Las Condes,4.0,4.0,2.0,0.0,160.0,160.0,1491841.0,250000.0,-33.4025471,-70.5663445,1741841.0,697.9517864659816,Manquehue
Las Condes,2.0,3.0,2.0,0.0,168.0,168.0,2000000.0,360000.0,-33.4139261,-70.5922651,2360000.0,298.78356569953803,Alcántara
Las Condes,4.0,3.0,5.0,0.0,464.0,286.0,3567447.0,550000.0,-33.3831146,-70.5223497,4117447.0,3459.765473032158,Los Dominicos
Las Condes,3.0,4.0,3.0,0.0,263.0,263.0,3664741.0,1400000.0,-33.3866006,-70.5199626,5064741.0,3310.6387240815975,Los Dominicos
Las Condes,3.0,2.0,1.0,0.0,120.0,90.0,1100000.0,85000.0,-33.4295051,-70.5479479,1185000.0,2421.3717822329813,Los Dominicos
Las Condes,2.0,2.0,1.0,1.0,80.0,70.0,950000.0,120000.0,-33.411089,-70.58781,1070000.0,459.37020652344086,Escuela Militar
Las Condes,4.0,5.0,3.0,0.0,270.0,250.0,2500000.0,400000.0,-33.394997,-70.562008,2900000.0,1569.0568643125735,Hernando de Magallanes
Las Condes,3.0,3.0,2.0,1.0,180.0,180.0,2756664.0,200000.0,-33.4130792,-70.5874922,2956664.0,295.1019215732501,Escuela Militar
Las Condes,2.0,2.0,1.0,0.0,82.0,72.0,1330000.0,140000.0,-33.4129771,-70.589426,1470000.0,262.8759393040467,Alcántara
Las Condes,2.0,2.0,2.0,1.0,119.0,87.0,1394547.0,174000.0,-33.3740846,-70.5200989,1568547.0,4408.2070838745585,Los Dominicos
Las Condes,3.0,3.0,1.0,0.0,135.0,131.0,1280000.0,200000.0,-35.675147,-71.542969,1480000.0,245857.8315459122,El Pino
Las Condes,3.0,3.0,3.0,0.0,340.0,300.0,4216074.0,1000000.0,-33.4108213,-70.6001851,5216074.0,774.5963320850274,El Golf
Las Condes,2.0,3.0,1.0,0.0,165.0,120.0,1350000.0,200000.0,-33.396867,-70.506553,1550000.0,3764.256614402475,Los Dominicos
Las Condes,4.0,4.0,3.0,0.0,380.0,365.0,2700000.0,540000.0,-33.4116321,-70.5038097,3240000.0,3836.2396264806657,Los Dominicos
Las Condes,3.0,4.0,2.0,2.0,325.0,205.0,3470153.0,550000.0,-33.4135153,-70.5925602,4020153.0,346.9808355695367,Alcántara
Las Condes,3.0,3.0,2.0,0.0,332.0,154.0,1400000.0,200000.0,-33.3948524,-70.5607959,1600000.0,1548.8404456598942,Hernando de Magallanes
Las Condes,3.0,3.0,1.0,0.0,170.0,140.0,1950000.0,150000.0,-33.4154794,-70.6007666,2100000.0,298.52801497041617,Tobalaba
Las Condes,4.0,3.0,1.0,1.0,113.0,98.0,1000000.0,150000.0,-33.4181874,-70.5682789,1150000.0,1050.9530599452507,Manquehue
Las Condes,4.0,4.0,2.0,1.0,350.0,300.0,3200000.0,0.0,-33.4109281,-70.5884367,3200000.0,500.9608621397144,Alcántara
Las Condes,2.0,2.0,1.0,1.0,75.8,75.8,1128400.0,291000.0,-33.417397,-70.583427,1419400.0,366.18618138605535,Escuela Militar
Las Condes,3.0,3.0,0.0,0.0,265.0,265.0,2594507.0,0.0,-33.4175848,-70.5872346,2594507.0,328.22256330539665,Alcántara
Las Condes,2.0,2.0,1.0,1.0,78.6,78.6,1108300.0,291000.0,-33.417397,-70.583427,1399300.0,366.18618138605535,Escuela Militar
Las Condes,4.0,3.0,1.0,1.0,114.0,110.0,1200000.0,178000.0,-33.4154786,-70.5671634,1378000.0,744.7287941026891,Manquehue
Las Condes,5.0,5.0,2.0,0.0,281.0,256.0,2399919.0,610000.0,-33.4156241,-70.598711,3009919.0,321.8602288888431,El Golf
Las Condes,6.0,5.0,4.0,2.0,800.0,750.0,8334853.0,1200000.0,-33.4121871,-70.5910526,9534853.0,378.07119589084334,Alcántara
Las Condes,3.0,2.0,1.0,1.0,135.4,107.63,1621567.0,300000.0,-33.4132304,-70.5918018,1921567.0,315.54686942269353,Alcántara
Las Condes,2.0,2.0,1.0,1.0,75.8,75.8,1078000.0,291000.0,-33.417397,-70.583427,1369000.0,366.18618138605535,Escuela Militar
Las Condes,4.0,3.0,2.0,0.0,146.0,146.0,1900476.0,290000.0,-33.4128956,-70.5761801,2190476.0,801.0241020057898,Escuela Militar
Las Condes,4.0,4.0,2.0,0.0,164.0,145.0,1700000.0,280000.0,-33.4014554,-70.5679297,1980000.0,817.9652306762672,Manquehue
Las Condes,2.0,2.0,1.0,1.0,78.6,78.6,1077900.0,291000.0,-33.417397,-70.583427,1368900.0,366.18618138605535,Escuela Militar
Las Condes,1.0,1.0,1.0,0.0,45.0,40.0,1000000.0,120000.0,-33.4167167,-70.5961019,1120000.0,66.14349720189963,El Golf
Las Condes,1.0,1.0,1.0,1.0,51.75,51.75,808800.0,202500.0,-33.417397,-70.583427,1011300.0,366.18618138605535,Escuela Militar
Las Condes,2.0,2.0,1.0,1.0,75.8,75.8,1064100.0,291000.0,-33.417397,-70.583427,1355100.0,366.18618138605535,Escuela Militar
Las Condes,3.0,3.0,2.0,1.0,140.0,120.0,1783723.0,250000.0,-33.4062142,-70.5700655,2033723.0,391.49007074979545,Manquehue
Las Condes,2.0,2.0,2.0,1.0,111.0,89.0,1800000.0,170000.0,-33.4012876,-70.5721241,1970000.0,951.5874879927193,Manquehue
Las Condes,2.0,2.0,1.0,1.0,78.6,78.6,1112700.0,291000.0,-33.417397,-70.583427,1403700.0,366.18618138605535,Escuela Militar
Las Condes,3.0,4.0,3.0,0.0,250.0,220.0,2399919.0,550000.0,-33.4158504,-70.5877535,2949919.0,174.2883711960117,Alcántara
Las Condes,4.0,4.0,3.0,1.0,275.0,235.0,2300000.0,550000.0,-33.41793,-70.5871204,2850000.0,364.70941678367154,Alcántara
Las Condes,4.0,4.0,3.0,1.0,379.0,303.0,3891760.0,0.0,-33.3799324,-70.5243607,3891760.0,3646.797384203475,Los Dominicos
Las Condes,3.0,4.0,3.0,0.0,324.0,270.0,4216074.0,0.0,-33.3738277,-70.5140785,4216074.0,4747.025060895499,Los Dominicos
Las Condes,2.0,2.0,1.0,1.0,80.4,80.4,1160900.0,291000.0,-33.417397,-70.583427,1451900.0,366.18618138605535,Escuela Militar
Las Condes,1.0,1.0,1.0,1.0,51.1,51.1,777700.0,202500.0,-33.417397,-70.583427,980200.0,366.18618138605535,Escuela Militar
Las Condes,4.0,3.0,3.0,0.0,330.0,298.0,2951252.0,0.0,-33.4136673,-70.5142847,2951252.0,2912.8068751370665,Los Dominicos
Las Condes,2.0,2.0,1.0,1.0,127.0,110.0,1718861.0,0.0,-33.4057909,-70.5666479,1718861.0,336.4882921390096,Manquehue
Las Condes,2.0,3.0,2.0,1.0,168.0,168.0,2200000.0,350000.0,-33.4135566,-70.5917033,2550000.0,283.00190617668926,Alcántara
Las Condes,4.0,4.0,1.0,0.0,176.6,141.7,1750000.0,200000.0,-33.3948524,-70.5607959,1950000.0,1548.8404456598942,Hernando de Magallanes
Las Condes,4.0,4.0,4.0,1.0,537.0,340.0,3956623.0,500.0,-33.377143,-70.5131891,3957123.0,4511.70772206942,Los Dominicos
Las Condes,3.0,3.0,1.0,1.0,117.0,120.0,1600000.0,240000.0,-33.4141065,-70.5589867,1840000.0,707.3888547613967,Hernando de Magallanes
Las Condes,4.0,4.0,4.0,0.0,290.0,150.0,1945880.0,0.0,-33.421698,-70.576434,1945880.0,1124.6932051990896,Escuela Militar
Las Condes,3.0,3.0,3.0,1.0,900.0,340.0,3500000.0,1100000.0,-33.382493,-70.5022492,4600000.0,4863.2887428286085,Los Dominicos
Las Condes,3.0,1.0,1.0,0.0,145.0,85.0,1600000.0,205000.0,-33.4007684,-70.5731126,1805000.0,1047.7533334367101,Manquehue
Las Condes,4.0,4.0,5.0,1.0,519.0,300.0,3891760.0,500000.0,-33.382399,-70.5209863,4391760.0,3600.116444686878,Los Dominicos
Las Condes,3.0,4.0,3.0,1.0,268.0,233.0,2400000.0,600000.0,-33.3726006,-70.5069348,3000000.0,5274.745707938492,Los Dominicos
Las Condes,3.0,3.0,2.0,0.0,165.0,155.0,1913449.0,280000.0,-33.4121871,-70.5910526,2193449.0,378.07119589084334,Alcántara
Las Condes,4.0,4.0,2.0,1.0,220.0,203.0,1881017.0,350000.0,-33.4125615,-70.5890676,2231017.0,311.87404929692406,Alcántara
Las Condes,3.0,3.0,2.0,0.0,135.0,120.0,1600000.0,300000.0,-33.41336,-70.591024,1900000.0,260.2732099541679,Alcántara
Las Condes,2.0,2.0,1.0,1.0,144.0,140.0,1300000.0,0.0,-33.4043743,-70.583861,1300000.0,1102.763947685527,Escuela Militar
Las Condes,1.0,1.0,1.0,1.0,40.0,36.0,1000000.0,110000.0,-33.4129764,-70.5903323,1110000.0,273.18676756266814,Alcántara
Las Condes,3.0,3.0,2.0,1.0,187.0,160.0,2432350.0,240000.0,-33.4143132,-70.5890751,2672350.0,121.59724086401917,Alcántara
Las Condes,3.0,2.0,1.0,1.0,165.0,138.0,1621567.0,350000.0,-33.4135712,-70.5908677,1971567.0,232.6629416350855,Alcántara
Las Condes,2.0,2.0,0.0,0.0,97.0,78.0,1300000.0,180000.0,-33.3997643,-70.5726746,1480000.0,1125.2772824463661,Manquehue
Las Condes,4.0,4.0,2.0,0.0,350.0,300.0,3000000.0,1000000.0,-33.4110177,-70.5886084,4000000.0,488.16620756574844,Alcántara
Las Condes,2.0,2.0,1.0,0.0,85.0,75.0,850000.0,135000.0,-33.4009206,-70.5560731,985000.0,811.5589398417986,Hernando de Magallanes
Las Condes,3.0,3.0,2.0,1.0,139.0,139.0,972940.0,155000.0,-33.4203899,-70.5754743,1127940.0,1090.6238547095504,Escuela Militar
Las Condes,3.0,3.0,3.0,0.0,260.0,231.0,2594507.0,380000.0,-33.4144299,-70.5906706,2974507.0,146.5517711405489,Alcántara
Las Condes,4.0,5.0,3.0,0.0,431.0,266.0,3567447.0,0.0,-33.3871584,-70.5248222,3567447.0,2964.027187670229,Los Dominicos
Las Condes,1.0,1.0,1.0,1.0,51.75,51.75,799200.0,202500.0,-33.417397,-70.583427,1001700.0,366.18618138605535,Escuela Militar
Las Condes,3.0,3.0,3.0,0.0,380.0,310.0,4864700.0,0.0,-33.3991566,-70.5647952,4864700.0,1093.4229398919558,Manquehue
Las Condes,1.0,1.0,1.0,1.0,50.7,50.7,804600.0,202500.0,-33.417397,-70.583427,1007100.0,366.18618138605535,Escuela Militar
Las Condes,4.0,4.0,2.0,0.0,170.0,155.0,1600000.0,0.0,-33.4069353,-70.587464,1600000.0,856.3086724099868,Escuela Militar
Las Condes,2.0,2.0,2.0,1.0,113.39,89.01,1800000.0,0.0,-33.4007323,-70.5719202,1800000.0,997.6495337196096,Manquehue
Las Condes,2.0,2.0,0.0,0.0,85.0,85.0,1070234.0,0.0,-33.3965815,-70.5602846,1070234.0,1350.9512990812893,Hernando de Magallanes
Las Condes,1.0,1.0,1.0,1.0,50.7,50.7,788400.0,202500.0,-33.417397,-70.583427,990900.0,366.18618138605535,Escuela Militar
Las Condes,2.0,2.0,1.0,0.0,98.0,78.0,1300000.0,160000.0,-33.3997643,-70.5726746,1460000.0,1125.2772824463661,Manquehue
Las Condes,3.0,3.0,4.0,0.0,350.0,350.0,3891760.0,0.0,-33.3911298,-70.4969175,3891760.0,4828.203730704922,Los Dominicos
Las Condes,2.0,2.0,1.0,1.0,78.6,78.6,1134800.0,291000.0,-33.417397,-70.583427,1425800.0,366.18618138605535,Escuela Militar
Las Condes,4.0,4.0,3.0,1.0,375.0,345.0,4053917.0,750000.0,-33.4141086,-70.5935945,4803917.0,319.1580641030978,El Golf
Las Condes,2.0,2.0,1.0,1.0,73.0,73.0,1003000.0,0.0,-33.398575,-70.57132,1003000.0,1198.6184687853283,Manquehue
Las Condes,3.0,3.0,2.0,0.0,290.0,190.0,2367488.0,400000.0,-33.412914,-70.5886904,2767488.0,280.7101137081211,Alcántara
Las Condes,2.0,2.0,1.0,1.0,78.6,78.6,1097500.0,291000.0,-33.417397,-70.583427,1388500.0,366.18618138605535,Escuela Militar
Las Condes,2.0,2.0,1.0,1.0,78.6,78.6,1120100.0,291000.0,-33.417397,-70.583427,1411100.0,366.18618138605535,Escuela Militar
Las Condes,4.0,6.0,4.0,0.0,451.0,451.0,5675484.0,0.0,-33.3843881,-70.516266,5675484.0,3727.3128230433995,Los Dominicos
Las Condes,1.0,1.0,1.0,1.0,50.7,50.7,776200.0,202500.0,-33.417397,-70.583427,978700.0,366.18618138605535,Escuela Militar
Las Condes,4.0,4.0,3.0,1.0,265.0,235.0,2594507.0,500000.0,-33.4160254,-70.5876977,3094507.0,186.28833492074102,Alcántara
Las Condes,2.0,3.0,3.0,1.0,564.0,227.0,2500000.0,515000.0,-33.4124218,-70.5893795,3015000.0,324.7620380764105,Alcántara
Las Condes,3.0,3.0,2.0,1.0,160.0,160.0,1500000.0,280000.0,-33.4041447,-70.5613764,1780000.0,666.4672299190923,Hernando de Magallanes
Las Condes,5.0,5.0,5.0,1.0,435.0,378.0,2500000.0,900000.0,-33.4148839,-70.5910526,3400000.0,150.32406902622282,Alcántara
Las Condes,4.0,5.0,3.0,1.0,313.0,278.0,2600000.0,780000.0,-33.3813039,-70.5127176,3380000.0,4202.842618785395,Los Dominicos
Las Condes,4.0,4.0,3.0,1.0,480.0,340.0,4216074.0,650000.0,-33.3734604,-70.5140785,4866074.0,4779.693652996272,Los Dominicos
Las Condes,4.0,6.0,4.0,0.0,451.0,451.0,4540387.0,0.0,-33.3883881,-70.520266,4540387.0,3150.9912967715713,Los Dominicos
Las Condes,2.0,2.0,1.0,1.0,80.4,80.4,1221800.0,291000.0,-33.417397,-70.583427,1512800.0,366.18618138605535,Escuela Militar
Las Condes,2.0,2.0,1.0,1.0,78.6,78.6,1152600.0,291000.0,-33.417397,-70.583427,1443600.0,366.18618138605535,Escuela Militar
Las Condes,1.0,1.0,1.0,1.0,51.75,51.75,873600.0,202500.0,-33.417397,-70.583427,1076100.0,366.18618138605535,Escuela Militar
Las Condes,3.0,2.0,1.0,0.0,145.0,85.0,1600000.0,160000.0,-33.4007684,-70.5731126,1760000.0,1047.7533334367101,Manquehue
Las Condes,4.0,2.0,2.0,1.0,150.0,140.0,1600000.0,360000.0,-33.4030029,-70.562074,1960000.0,798.9680766309655,Manquehue
Las Condes,2.0,3.0,1.0,0.0,165.0,120.0,1450000.0,200000.0,-33.3974863,-70.5069706,1650000.0,3705.525938542053,Los Dominicos
Las Condes,4.0,4.0,2.0,1.0,245.0,225.0,2108037.0,500000.0,-33.4119971,-70.591487,2608037.0,413.81859945816467,Alcántara
Las Condes,3.0,3.0,2.0,1.0,160.0,140.0,2562076.0,240000.0,-33.4144267,-70.5890799,2802076.0,109.66879471957276,Alcántara
Las Condes,3.0,4.0,4.0,0.0,50.0,300.0,3344968.0,0.0,-33.414762,-70.5922667,3344968.0,262.2377771502637,Alcántara
Las Condes,4.0,4.0,1.0,1.0,175.0,155.0,1556704.0,280000.0,-33.4060031,-70.5639082,1836704.0,433.65561367632284,Manquehue
Las Condes,4.0,5.0,3.0,1.0,280.0,280.0,2594507.0,300000.0,-33.4173736,-70.5915996,2894507.0,296.9874613106467,Alcántara
Las Condes,4.0,3.0,2.0,0.0,140.0,120.0,1750000.0,300000.0,-33.4065,-70.5702,2050000.0,378.08757205980027,Manquehue
Las Condes,1.0,1.0,1.0,1.0,87.0,87.0,1262000.0,0.0,-33.398575,-70.57132,1262000.0,1198.6184687853283,Manquehue
Las Condes,3.0,3.0,0.0,0.0,104.0,100.0,1199959.0,120000.0,-33.4056437,-70.5729034,1319959.0,635.6304270287062,Manquehue
Las Condes,3.0,3.0,3.0,0.0,330.0,330.0,3567447.0,1000000.0,-33.4115228,-70.587828,4567447.0,424.5250282482072,Escuela Militar
Las Condes,2.0,2.0,1.0,1.0,70.0,63.0,900000.0,130000.0,-33.4118702,-70.5805112,1030000.0,467.67883622556343,Escuela Militar
Las Condes,2.0,3.0,2.0,1.0,168.0,162.0,2000000.0,280000.0,-33.4135551,-70.5917053,2280000.0,283.251291472114,Alcántara
Las Condes,3.0,3.0,2.0,1.0,130.0,120.0,1200000.0,280000.0,-33.4273448,-70.5806007,1480000.0,629.381068212907,Francisco Bilbao
Las Condes,2.0,2.0,1.0,0.0,97.0,78.0,1300000.0,250000.0,-33.3997643,-70.5726746,1550000.0,1125.2772824463661,Manquehue
Las Condes,4.0,4.0,2.0,1.0,260.0,240.0,2432350.0,380000.0,-33.4133499,-70.5886707,2812350.0,235.12184387446595,Alcántara
Las Condes,5.0,5.0,3.0,0.0,393.0,343.0,3400000.0,0.0,-33.4152123,-70.5071315,3400000.0,3598.5308011649313,Los Dominicos
Las Condes,3.0,3.0,2.0,0.0,140.0,120.0,1750000.0,250000.0,-33.4062142,-70.5700655,2000000.0,391.49007074979545,Manquehue
Las Condes,5.0,3.0,2.0,0.0,155.0,135.0,1621567.0,180.0,-33.4095851,-70.5599108,1621747.0,384.2193234438508,Hernando de Magallanes
Las Condes,3.0,3.0,2.0,1.0,130.0,126.0,1150000.0,0.0,-33.4154343,-70.5606564,1150000.0,906.9230224335446,Hernando de Magallanes
Las Condes,1.0,1.0,1.0,0.0,46.0,38.0,690000.0,77000.0,-33.37375,-70.51658,767000.0,4617.860234096054,Los Dominicos
Las Condes,4.0,2.0,3.0,0.0,250.0,200.0,2237762.0,250000.0,-33.40886,-70.57312,2487762.0,551.3026132007918,Manquehue
Las Condes,2.0,2.0,1.0,1.0,77.0,77.0,900000.0,130000.0,-33.417552,-70.560759,1030000.0,1124.4037477799861,Hernando de Magallanes
Las Condes,3.0,4.0,3.0,0.0,379.0,303.0,3891760.0,0.0,-33.3800022,-70.5252197,3891760.0,3599.0587687252832,Los Dominicos
Las Condes,4.0,4.0,4.0,1.0,798.0,298.0,3891760.0,1100000.0,-33.3819018,-70.5029281,4991760.0,4851.0028953940555,Los Dominicos
Las Condes,2.0,2.0,1.0,1.0,89.0,89.0,750000.0,100000.0,-33.418846,-70.567642,850000.0,1120.0808418004135,Manquehue
Las Condes,3.0,3.0,1.0,1.0,138.0,113.0,2200000.0,180000.0,-33.4172074,-70.590309,2380000.0,220.1011340594372,Alcántara
Las Condes,2.0,2.0,1.0,1.0,92.0,87.0,1000000.0,140000.0,-33.4224785,-70.5805735,1140000.0,988.6381592442979,Escuela Militar
Las Condes,4.0,3.0,1.0,1.0,113.0,98.0,1000000.0,150000.0,-33.4181874,-70.5682789,1150000.0,1050.9530599452507,Manquehue
Las Condes,4.0,4.0,4.0,0.0,453.0,353.0,3990000.0,0.0,-33.3805735,-70.512769,3990000.0,4257.048457350269,Los Dominicos
Las Condes,4.0,4.0,3.0,1.0,480.0,340.0,4540387.0,0.0,-33.3734335,-70.5140463,4540387.0,4783.880625958003,Los Dominicos
Las Condes,4.0,4.0,2.0,0.0,170.0,155.0,1649458.0,0.0,-33.4069353,-70.587464,1649458.0,856.3086724099868,Escuela Militar
Las Condes,4.0,3.0,1.0,1.0,120.0,107.0,347015292.0,350000.0,-33.4131584,-70.5995642,347365292.0,537.8439295994247,El Golf
Las Condes,3.0,2.0,1.0,1.0,120.0,90.0,1100000.0,80000.0,-33.4291828,-70.5474544,1180000.0,2380.7467614932452,Los Dominicos
Las Condes,4.0,3.0,2.0,0.0,140.0,120.0,1750000.0,250000.0,-33.4062142,-70.5700655,2000000.0,391.49007074979545,Manquehue
Las Condes,5.0,3.0,1.0,1.0,320.0,320.0,2918820.0,600000.0,-33.4172821,-70.5915451,3518820.0,285.96904708422466,Alcántara
Las Condes,3.0,4.0,3.0,1.0,295.0,320.0,3558513.0,650000.0,-33.4121871,-70.5910526,4208513.0,378.07119589084334,Alcántara
Las Condes,2.0,2.0,1.0,1.0,80.0,68.0,1000000.0,170000.0,-33.4142816,-70.5887288,1170000.0,139.06008738780602,Alcántara
Las Condes,3.0,2.0,2.0,0.0,165.0,140.0,1500000.0,208510.0,-33.4127798,-70.5977221,1708510.0,469.4965506688789,El Golf
Las Condes,3.0,3.0,0.0,0.0,220.0,170.0,1800000.0,270000.0,-33.4061,-70.5795,2070000.0,1026.5465171750907,Escuela Militar
Las Condes,2.0,2.0,2.0,1.0,65.0,65.0,1100000.0,150000.0,-33.4128956,-70.5761801,1250000.0,801.0241020057898,Escuela Militar
Las Condes,3.0,3.0,2.0,0.0,260.0,247.24,2500000.0,600000.0,-33.412922,-70.592435,3100000.0,380.93704561734603,Alcántara
Las Condes,2.0,3.0,2.0,1.0,142.0,111.0,2594507.0,0.0,-33.4127381,-70.5978537,2594507.0,479.26461599551305,El Golf
Las Condes,2.0,3.0,2.0,1.0,165.0,150.0,1653998.0,280000.0,-33.4121871,-70.5910526,1933998.0,378.07119589084334,Alcántara
Las Condes,4.0,4.0,2.0,1.0,370.0,350.0,3891760.0,600000.0,-33.4117542,-70.5899929,4491760.0,401.05330947659183,Alcántara
Las Condes,4.0,3.0,1.0,0.0,140.0,140.0,1102665.0,0.0,-33.4211133,-70.5765855,1102665.0,1067.8977140430966,Escuela Militar
Las Condes,3.0,3.0,2.0,0.0,117.54,102.0,1300000.0,200000.0,-33.4300569,-70.5743779,1500000.0,983.6221488576192,Francisco Bilbao
Las Condes,4.0,5.0,3.0,1.0,382.0,303.0,3891760.0,950000.0,-33.380163,-70.524687,4841760.0,3609.11447203523,Los Dominicos
Las Condes,3.0,3.0,4.0,0.0,370.0,370.0,4053917.0,800000.0,-33.3808267,-70.5162885,4853917.0,4013.67200798182,Los Dominicos
Las Condes,3.0,3.0,2.0,2.0,281.0,191.0,2367488.0,0.0,-33.4115058,-70.5886659,2367488.0,433.80042999520595,Alcántara
Las Condes,3.0,4.0,3.0,0.0,283.0,233.0,3567447.0,520000.0,-33.4120368,-70.5918942,4087447.0,427.9764583030685,Alcántara
Las Condes,3.0,3.0,1.0,1.0,117.0,120.0,1400000.0,240000.0,-33.4141065,-70.5589867,1640000.0,707.3888547613967,Hernando de Magallanes
Las Condes,2.0,3.0,2.0,0.0,160.0,140.0,1653998.0,350000.0,-33.41233,-70.59171,2003998.0,391.21598044918045,Alcántara
Las Condes,4.0,4.0,1.0,1.0,165.0,160.0,1500000.0,230000.0,-33.4007962,-70.5628874,1730000.0,973.7742783529685,Manquehue
Las Condes,4.0,4.0,2.0,0.0,230.0,230.0,3037755.0,300000.0,-33.3938048,-70.5549222,3337755.0,1606.8114110929553,Hernando de Magallanes
Las Condes,3.0,2.0,1.0,1.0,100.0,100.0,1199959.0,120.0,-33.4056498,-70.5726165,1200079.0,613.1598718171635,Manquehue
Las Condes,3.0,2.0,2.0,0.0,209.0,209.0,1783723.0,0.0,-33.4185562,-70.5944753,1783723.0,240.96592794414627,El Golf
Las Condes,3.0,3.0,2.0,1.0,173.0,130.0,2918820.0,400000.0,-33.4125935,-70.5857766,3318820.0,213.51223468691558,Escuela Militar
Las Condes,2.0,2.0,1.0,0.0,165.0,120.0,1350000.0,180000.0,-33.3974863,-70.5069706,1530000.0,3705.525938542053,Los Dominicos
Las Condes,2.0,2.0,1.0,1.0,80.4,80.4,1264400.0,291000.0,-33.417397,-70.583427,1555400.0,366.18618138605535,Escuela Militar
Las Condes,4.0,3.0,1.0,1.0,113.0,98.0,1000000.0,150000.0,-33.4190021,-70.5674569,1150000.0,1136.9167373628545,Manquehue
Las Condes,4.0,3.0,0.0,0.0,200.0,160.0,1500000.0,0.0,-33.440662,-70.6210972,1500000.0,993.6224491794503,Parque Bustamante
Las Condes,3.0,3.0,3.0,1.0,350.0,300.0,2700000.0,1200000.0,-33.4115584,-70.5887049,3900000.0,427.38948410088335,Alcántara
Las Condes,2.0,2.0,1.0,1.0,75.8,75.8,1054100.0,291000.0,-33.417397,-70.583427,1345100.0,366.18618138605535,Escuela Militar
Las Condes,4.0,3.0,0.0,0.0,180.0,180.0,2100000.0,200000.0,-33.4119104,-70.6003526,2300000.0,688.9057277910783,El Golf
Las Condes,4.0,3.0,2.0,0.0,350.0,220.0,2237762.0,0.0,-33.4148762,-70.5955871,2237762.0,185.5811129432227,El Golf
Las Condes,2.0,2.0,2.0,1.0,71.0,59.0,1190000.0,150000.0,-33.4128956,-70.5761801,1340000.0,801.0241020057898,Escuela Militar
Las Condes,3.0,4.0,4.0,1.0,379.0,303.0,3891760.0,920000.0,-33.3806293,-70.5233851,4811760.0,3629.9627761465304,Los Dominicos
Las Condes,2.0,2.0,1.0,1.0,150.0,130.0,1686429.0,280000.0,-33.4079076,-70.5879155,1966429.0,769.5717333518413,Escuela Militar
Las Condes,4.0,3.0,1.0,0.0,140.0,130.0,1500000.0,100000.0,-33.4186514,-70.538419,1600000.0,1339.3752700840002,Los Dominicos
Las Condes,4.0,4.0,0.0,0.0,379.0,379.0,3891760.0,0.0,-33.3799305,-70.5243614,3891760.0,3646.9436034143805,Los Dominicos
Las Condes,4.0,4.0,3.0,1.0,185.7,167.37,1556704.0,300000.0,-33.4241053,-70.5891936,1856704.0,306.3012196386145,Cristóbal Colón
Las Condes,3.0,3.0,3.0,0.0,302.0,252.0,3080977.0,600000.0,-33.4130799,-70.5955144,3680977.0,384.83839341847766,El Golf
Las Condes,3.0,2.0,0.0,0.0,105.0,105.0,1248606.0,0.0,-33.4182162,-70.5746928,1248606.0,1023.4757110928115,Escuela Militar
Las Condes,3.0,3.0,3.0,1.0,245.0,230.0,2200000.0,380000.0,-33.412315,-70.5910364,2580000.0,364.33807003812774,Alcántara
Las Condes,3.0,2.0,2.0,1.0,147.0,130.0,1300000.0,300000.0,-33.4189822,-70.5601916,1600000.0,1255.8788271008443,Hernando de Magallanes
