comuna,dormitorios,baños,estacionamientos,bodegas,superficie_total,superficie_util,precio,gastos_comunes,lat,long,precio_total,distancia_estacion,estacion_cercana
San Miguel,3.0,1.0,0.0,0.0,52.0,52.0,350000.0,35000.0,-33.51629,-70.6487,385000.0,951.9357102306368,Lo Ovalle
San Miguel,1.0,1.0,0.0,0.0,43.0,38.0,380000.0,45000.0,-33.5079994,-70.6587714,425000.0,261.5537284623316,Ciudad del Niño
San Miguel,1.0,1.0,0.0,0.0,49.36,33.42,356905.0,70.0,-33.4913056,-70.6456357,356975.0,578.4346109746747,San Miguel
San Miguel,2.0,1.0,0.0,0.0,42.0,42.0,330000.0,48000.0,-33.5116556,-70.6644574,378000.0,767.1154425845699,Ciudad del Niño
San Miguel,1.0,1.0,1.0,1.0,41.87,38.8,389351.0,70000.0,-33.4984453,-70.6601432,459351.0,676.6176858358732,Departamental
San Miguel,1.0,1.0,0.0,0.0,32.0,30.0,330000.0,45000.0,-33.4915676,-70.6572447,375000.0,647.7983796935548,San Miguel
San Miguel,2.0,2.0,0.0,0.0,50.0,50.0,430000.0,0.0,-33.5045302,-70.6497054,430000.0,512.0682150771031,Departamental
San Miguel,1.0,1.0,0.0,0.0,37.67,35.0,330000.0,65000.0,-33.4913056,-70.6456357,395000.0,578.4346109746747,San Miguel
San Miguel,1.0,1.0,0.0,0.0,31.0,28.0,304667.0,0.0,-33.4907063,-70.6610874,304667.0,950.3946380571763,San Miguel
San Miguel,1.0,1.0,0.0,0.0,41.0,38.0,311480.0,45000.0,-33.5040741,-70.6580665,356480.0,371.53453397339524,Departamental
San Miguel,1.0,1.0,1.0,1.0,46.0,39.0,400000.0,0.0,-33.491743,-70.64327,400000.0,796.6699325483997,San Miguel
San Miguel,2.0,2.0,1.0,1.0,55.0,52.0,480000.0,0.0,-33.4867923,-70.6474421,480000.0,406.20640552681573,San Miguel
San Miguel,1.0,1.0,0.0,0.0,35.0,35.0,330000.0,40000.0,-33.4973661,-70.6612496,370000.0,766.9299958271762,Lo Vial
San Miguel,1.0,1.0,1.0,0.0,37.0,32.0,360000.0,0.0,-33.4915802,-70.6432696,360000.0,789.4372000544708,San Miguel
San Miguel,2.0,1.0,0.0,0.0,54.0,54.0,400000.0,0.0,-33.5045302,-70.6497054,400000.0,512.0682150771031,Departamental
San Miguel,1.0,1.0,0.0,0.0,42.0,38.0,390000.0,0.0,-33.4842439,-70.650546,390000.0,188.806426777538,El Llano
San Miguel,1.0,1.0,0.0,0.0,38.0,36.0,320000.0,0.0,-33.491329,-70.661499,320000.0,1002.7108561223304,Lo Vial
San Miguel,1.0,1.0,0.0,0.0,35.0,35.0,310000.0,45000.0,-33.4952139,-70.6574506,355000.0,453.4142157373123,Lo Vial
San Miguel,2.0,2.0,0.0,0.0,57.0,50.0,435000.0,85000.0,-33.5015992,-70.6520021,520000.0,256.8855911700137,Departamental
San Miguel,2.0,2.0,1.0,1.0,55.0,49.0,470000.0,90000.0,-33.4925301,-70.6520292,560000.0,423.7437885177156,San Miguel
San Miguel,3.0,2.0,0.0,0.0,125.0,125.0,650000.0,0.0,-33.5011637,-70.6553784,650000.0,155.30894438966342,Departamental
San Miguel,2.0,2.0,0.0,0.0,66.0,56.0,395000.0,85000.0,-33.4923545,-70.651797,480000.0,400.6054209897705,San Miguel
San Miguel,2.0,1.0,0.0,1.0,57.0,54.0,450000.0,60000.0,-33.4869029,-70.6456833,510000.0,544.9767350342453,San Miguel
San Miguel,2.0,2.0,0.0,0.0,69.0,69.0,400000.0,100000.0,-33.5112743,-70.6583254,500000.0,254.06743539293586,Ciudad del Niño
San Miguel,3.0,3.0,2.0,1.0,110.0,110.0,1200000.0,200000.0,-33.48979,-70.65326,1400000.0,228.62882278822735,San Miguel
San Miguel,2.0,2.0,1.0,0.0,60.0,60.0,480000.0,0.0,-33.488585,-70.652881,480000.0,166.93108132146455,San Miguel
San Miguel,3.0,2.0,1.0,0.0,95.0,95.0,800000.0,0.0,-33.480351,-70.652767,800000.0,386.2858043019037,El Llano
San Miguel,3.0,2.0,0.0,0.0,5.0,95.0,600000.0,0.0,-33.4963694,-70.6598333,600000.0,636.5549401954187,Lo Vial
San Miguel,2.0,2.0,0.0,0.0,45.0,45.0,380000.0,63000.0,-33.487031,-70.6475652,443000.0,382.4024285983199,San Miguel
San Miguel,1.0,1.0,0.0,1.0,35.0,35.0,300000.0,35000.0,-33.5076461,-70.6554749,335000.0,231.09914588149215,Ciudad del Niño
San Miguel,2.0,2.0,1.0,1.0,60.0,55.0,450000.0,70000.0,-33.4874944,-70.6449851,520000.0,585.5280730654555,San Miguel
San Miguel,2.0,1.0,1.0,0.0,40.0,40.0,349000.0,60000.0,-33.5138058,-70.6605714,409000.0,422.23889961330383,Lo Ovalle
San Miguel,1.0,1.0,0.0,0.0,36.0,3.0,295000.0,60000.0,-33.5045737,-70.6497134,355000.0,513.6699401844875,Departamental
San Miguel,2.0,2.0,1.0,1.0,59.0,54.0,460000.0,70000.0,-33.4911033,-70.6580665,530000.0,695.147166836375,San Miguel
San Miguel,3.0,2.0,1.0,0.0,103.0,100.0,650000.0,0.0,-33.4877156,-70.6487655,650000.0,247.87783878791126,San Miguel
San Miguel,2.0,2.0,1.0,0.0,54.0,50.0,430000.0,0.0,-33.5120295,-70.6547903,430000.0,327.6012046932799,Ciudad del Niño
San Miguel,2.0,1.0,0.0,0.0,50.14,50.14,400000.0,0.0,-33.4984453,-70.6601432,400000.0,676.6176858358732,Departamental
San Miguel,3.0,1.0,1.0,0.0,52.0,49.0,420000.0,70000.0,-33.5157974,-70.6474809,490000.0,1071.593693778343,Lo Ovalle
San Miguel,1.0,1.0,1.0,0.0,36.0,34.0,380000.0,85000.0,-33.4857615,-70.6547206,465000.0,476.4657153617705,San Miguel
San Miguel,3.0,1.0,1.0,0.0,58.0,58.0,438000.0,65000.0,-33.5060311,-70.6606029,503000.0,535.4277456643266,Ciudad del Niño
San Miguel,4.0,2.0,0.0,0.0,112.0,98.0,580000.0,100000.0,-33.4982,-70.6549,680000.0,227.95718340059332,Lo Vial
San Miguel,1.0,1.0,0.0,0.0,32.0,31.0,250000.0,0.0,-33.5139202,-70.6597161,250000.0,387.30273643518694,Lo Ovalle
San Miguel,2.0,1.0,0.0,0.0,55.0,50.0,415000.0,65000.0,-33.492538,-70.649257,480000.0,449.53943349798584,San Miguel
San Miguel,1.0,1.0,1.0,0.0,38.0,36.0,340000.0,45000.0,-33.4871879,-70.6445716,385000.0,631.5807992198705,San Miguel
San Miguel,1.0,1.0,0.0,0.0,38.77,33.42,356905.0,70000.0,-33.4913063,-70.6456375,426905.0,578.3258281232647,San Miguel
San Miguel,2.0,1.0,1.0,1.0,50.0,45.0,370000.0,65000.0,-33.4997439,-70.6528138,435000.0,316.78748852471495,Lo Vial
San Miguel,1.0,1.0,0.0,0.0,26.0,26.0,250000.0,50000.0,-33.5045335,-70.6515889,300000.0,366.4733117755407,Departamental
San Miguel,3.0,2.0,0.0,0.0,83.0,83.0,470000.0,0.0,-33.507552,-70.6598888,470000.0,374.13114544403004,Ciudad del Niño
San Miguel,3.0,2.0,1.0,1.0,100.0,100.0,650000.0,0.0,-33.4815564,-70.6496786,650000.0,127.21384671592575,El Llano
San Miguel,2.0,2.0,1.0,1.0,50.0,49.0,480000.0,480000.0,-33.4778128,-70.6444524,960000.0,259.13194522377876,Bío Bío
San Miguel,1.0,1.0,0.0,0.0,34.0,30.0,320000.0,55000.0,-33.48689,-70.6444999,375000.0,648.0554869678433,San Miguel
San Miguel,1.0,1.0,1.0,1.0,40.0,40.0,356905.0,45000.0,-33.4937632,-70.6493281,401905.0,487.5725378423014,Lo Vial
San Miguel,2.0,2.0,1.0,0.0,58.0,51.0,454242.0,55000.0,-33.5079994,-70.6587714,509242.0,261.5537284623316,Ciudad del Niño
San Miguel,2.0,1.0,0.0,0.0,53.0,50.0,400000.0,55000.0,-33.4907513,-70.6459842,455000.0,521.8226996823922,San Miguel
San Miguel,2.0,2.0,1.0,1.0,48.0,45.0,450000.0,85000.0,-33.478858,-70.6472505,535000.0,316.26044499890537,Franklin
San Miguel,3.0,2.0,1.0,1.0,85.0,80.0,550000.0,90000.0,-33.5129868,-70.6573888,640000.0,394.66241445282253,Ciudad del Niño
San Miguel,1.0,1.0,0.0,0.0,35.0,30.0,340000.0,70000.0,-33.4914441,-70.6541224,410000.0,406.3156535171365,San Miguel
San Miguel,2.0,2.0,1.0,1.0,53.0,48.0,420000.0,90000.0,-33.4922439,-70.6583664,510000.0,718.3106216256328,Lo Vial
San Miguel,3.0,1.0,1.0,0.0,50.0,48.0,360000.0,60000.0,-33.5139202,-70.6597161,420000.0,387.30273643518694,Lo Ovalle
San Miguel,2.0,2.0,0.0,0.0,65.0,63.0,500000.0,85000.0,-33.4871902,-70.646751,585000.0,441.37504226109155,San Miguel
San Miguel,1.0,1.0,0.0,0.0,35.42,32.9,340682.0,55000.0,-33.4873069,-70.6452781,395682.0,565.0133722640636,San Miguel
San Miguel,2.0,1.0,1.0,1.0,50.0,50.0,480000.0,80000.0,-33.4913056,-70.6456357,560000.0,578.4346109746747,San Miguel
San Miguel,1.0,1.0,1.0,0.0,45.0,40.0,320000.0,60000.0,-33.5052961,-70.6559572,380000.0,345.84284237714473,Departamental
San Miguel,1.0,1.0,0.0,0.0,32.0,32.0,330000.0,40000.0,-33.4874083,-70.6438668,370000.0,688.5955437794998,San Miguel
San Miguel,2.0,1.0,0.0,0.0,50.0,50.0,400000.0,65.0,-33.4970505,-70.660599,400065.0,705.0306606872178,Lo Vial
San Miguel,2.0,2.0,0.0,0.0,55.0,52.0,350000.0,75000.0,-33.5014758,-70.6460553,425000.0,799.1421828650077,Departamental
San Miguel,1.0,1.0,1.0,1.0,37.0,35.0,370000.0,50000.0,-33.491743,-70.64327,420000.0,796.6699325483997,San Miguel
San Miguel,2.0,2.0,1.0,0.0,60.0,60.0,483444.0,90000.0,-33.498527,-70.65801,573444.0,498.68325033062916,Lo Vial
San Miguel,1.0,1.0,1.0,1.0,40.0,38.0,343000.0,63000.0,-33.4930215,-70.65458,406000.0,455.6052994936989,Lo Vial
San Miguel,2.0,2.0,1.0,1.0,63.0,57.0,480000.0,0.0,-33.491632,-70.64337,480000.0,783.1760611104041,San Miguel
San Miguel,3.0,1.0,0.0,0.0,54.0,52.0,349000.0,55000.0,-33.5106824,-70.6383862,404000.0,1694.2450924663494,Ciudad del Niño
San Miguel,1.0,1.0,1.0,1.0,37.0,35.0,370000.0,50000.0,-33.491743,-70.64327,420000.0,796.6699325483997,San Miguel
San Miguel,2.0,2.0,1.0,0.0,62.0,57.0,530000.0,65000.0,-33.4984453,-70.6601432,595000.0,676.6176858358732,Departamental
San Miguel,2.0,2.0,1.0,1.0,57.0,45.0,480000.0,80000.0,-33.491632,-70.64337,560000.0,783.1760611104041,San Miguel
San Miguel,2.0,2.0,1.0,1.0,57.0,45.0,459000.0,80000.0,-33.491743,-70.64327,539000.0,796.6699325483997,San Miguel
San Miguel,1.0,1.0,0.0,0.0,35.0,30.0,350000.0,55000.0,-33.4842439,-70.650546,405000.0,188.806426777538,El Llano
San Miguel,1.0,1.0,1.0,0.0,30.0,30.0,350000.0,40000.0,-33.5009313,-70.6462239,390000.0,772.0437521043559,Lo Vial
San Miguel,3.0,2.0,1.0,0.0,74.0,74.0,550000.0,110000.0,-33.5074528,-70.6599176,660000.0,382.771073620586,Ciudad del Niño
San Miguel,1.0,1.0,0.0,1.0,33.87,33.87,335000.0,0.0,-33.509518,-70.653847,335000.0,255.32055908134922,Ciudad del Niño
San Miguel,1.0,1.0,0.0,0.0,37.2,32.0,360000.0,40000.0,-33.491632,-70.64337,400000.0,783.1760611104041,San Miguel
San Miguel,2.0,2.0,1.0,0.0,56.0,45.0,470000.0,0.0,-33.491632,-70.64337,470000.0,783.1760611104041,San Miguel
San Miguel,2.0,2.0,1.0,1.0,55.0,55.0,490000.0,0.0,-33.477726,-70.64447,490000.0,255.0496201002187,Bío Bío
San Miguel,1.0,1.0,0.0,0.0,30.0,30.0,275000.0,0.0,-33.501396,-70.645966,275000.0,808.5348678743323,Departamental
San Miguel,1.0,1.0,1.0,0.0,34.0,32.0,396000.0,43000.0,-33.495095,-70.660399,439000.0,715.0514324509837,Lo Vial
San Miguel,4.0,2.0,1.0,1.0,90.0,84.0,620000.0,90000.0,-33.482746,-70.6518102,710000.0,195.82696329694062,El Llano
San Miguel,2.0,2.0,1.0,1.0,54.12,54.12,485000.0,78904.0,-33.477749,-70.647552,563904.0,207.1331136336661,Franklin
San Miguel,2.0,1.0,1.0,1.0,46.5,46.5,450000.0,0.0,-33.491306,-70.645638,450000.0,578.2691083243055,San Miguel
San Miguel,2.0,2.0,1.0,0.0,53.0,50.0,490000.0,90000.0,-33.4803595,-70.6538398,580000.0,463.9636797463274,El Llano
San Miguel,1.0,1.0,0.0,0.0,35.0,35.0,330000.0,0.0,-33.4926787,-70.6520891,330000.0,441.06155244368904,San Miguel
San Miguel,3.0,2.0,0.0,0.0,125.0,125.0,650000.0,0.0,-33.5011637,-70.6553784,650000.0,155.30894438966342,Departamental
San Miguel,1.0,1.0,0.0,0.0,43.0,43.0,330000.0,95000.0,-33.5011966,-70.6455091,425000.0,843.2761511250726,Lo Vial
San Miguel,4.0,3.0,1.0,0.0,116.0,110.0,970000.0,170000.0,-33.4927827,-70.6564052,1140000.0,556.3109540762576,Lo Vial
San Miguel,2.0,2.0,0.0,1.0,58.0,55.0,530000.0,100000.0,-33.4934802,-70.6469868,630000.0,645.4110628398893,San Miguel
San Miguel,1.0,1.0,1.0,1.0,37.0,33.0,400000.0,55000.0,-33.496133,-70.6538618,455000.0,116.90817071402418,Lo Vial
San Miguel,3.0,2.0,1.0,0.0,75.48,67.7,680000.0,0.0,-33.508879,-70.6624158,680000.0,543.7629506377821,Ciudad del Niño
San Miguel,3.0,1.0,1.0,0.0,66.0,60.0,530000.0,55000.0,-33.4873279,-70.6461701,585000.0,485.73979491513035,San Miguel
San Miguel,1.0,1.0,0.0,0.0,46.0,40.0,335000.0,0.0,-33.4932134,-70.651797,335000.0,424.95818704716396,Lo Vial
San Miguel,2.0,1.0,1.0,0.0,60.0,60.0,430000.0,70000.0,-33.4930628,-70.6517735,500000.0,441.69943681552814,Lo Vial
San Miguel,2.0,1.0,0.0,0.0,50.0,47.0,380000.0,60000.0,-33.4986629,-70.6574159,440000.0,454.1010257624182,Lo Vial
San Miguel,2.0,1.0,0.0,0.0,60.0,52.0,450000.0,50000.0,-33.493052,-70.6507578,500000.0,473.9981181056419,San Miguel
San Miguel,2.0,2.0,0.0,0.0,60.0,60.0,475000.0,75000.0,-33.478858,-70.6472505,550000.0,316.26044499890537,Franklin
San Miguel,3.0,2.0,2.0,0.0,6085.32,6080.0,600000.0,110000.0,-33.4909842,-70.6575245,710000.0,643.5579801589536,San Miguel
San Miguel,1.0,1.0,0.0,0.0,38.72,33.36,330000.0,0.0,-33.4952402,-70.6575258,330000.0,458.58830820095716,Lo Vial
San Miguel,2.0,1.0,0.0,0.0,46.0,46.0,400000.0,80000.0,-33.4900267,-70.6451011,480000.0,572.9490968503314,San Miguel
San Miguel,1.0,1.0,0.0,0.0,33.42,38.77,356905.0,70000.0,-33.4913056,-70.6456357,426905.0,578.4346109746747,San Miguel
San Miguel,1.0,1.0,0.0,0.0,40.0,36.0,370000.0,0.0,-33.4911835,-70.6454104,370000.0,590.6139395211222,San Miguel
San Miguel,2.0,2.0,0.0,0.0,50.0,46.0,360000.0,65000.0,-33.5074375,-70.6549065,425000.0,278.01636593803784,Ciudad del Niño
San Miguel,2.0,1.0,0.0,0.0,45.08,45.08,390000.0,68059.0,-33.495331,-70.657677,458059.0,467.5973978567781,Lo Vial
San Miguel,1.0,1.0,0.0,0.0,44.0,38.0,320000.0,30000.0,-33.4793398,-70.6475,350000.0,349.0570408856703,Franklin
San Miguel,2.0,2.0,1.0,1.0,60.0,57.0,500000.0,100000.0,-33.4843217,-70.6506615,600000.0,201.2245388488877,El Llano
San Miguel,3.0,2.0,1.0,0.0,58.0,56.0,460000.0,60000.0,-33.5132459,-70.6558483,520000.0,422.4340968247347,Ciudad del Niño
San Miguel,1.0,1.0,0.0,0.0,32.07,32.07,320000.0,0.0,-33.4873711,-70.6431407,320000.0,755.2386673167924,San Miguel
San Miguel,3.0,2.0,2.0,0.0,90.0,90.0,700000.0,75000.0,-33.4973283,-70.6557589,775000.0,260.29296271633723,Lo Vial
San Miguel,1.0,1.0,0.0,1.0,45.0,42.0,320000.0,45000.0,-33.5030088,-70.6607907,365000.0,578.148673906864,Departamental
San Miguel,1.0,1.0,0.0,0.0,49.36,49.36,350000.0,60000.0,-33.4913056,-70.6456357,410000.0,578.4346109746747,San Miguel
San Miguel,2.0,2.0,1.0,1.0,53.73,53.73,480000.0,0.0,-33.486637,-70.647301,480000.0,426.69750955181576,San Miguel
San Miguel,1.0,1.0,1.0,1.0,39.0,39.0,390000.0,50000.0,-33.4874083,-70.6438668,440000.0,688.5955437794998,San Miguel
San Miguel,2.0,1.0,0.0,0.0,52.7,42.3,430000.0,70000.0,-33.491632,-70.64337,500000.0,783.1760611104041,San Miguel
San Miguel,2.0,1.0,0.0,0.0,55.0,50.0,450000.0,70000.0,-33.491632,-70.64337,520000.0,783.1760611104041,San Miguel
San Miguel,1.0,1.0,0.0,0.0,34.0,32.0,320000.0,50000.0,-33.500753,-70.6496321,370000.0,495.84497633255086,Departamental
San Miguel,2.0,2.0,1.0,0.0,68.0,60.0,530000.0,110000.0,-33.4983169,-70.6578806,640000.0,479.3362493452716,Lo Vial
San Miguel,2.0,1.0,0.0,0.0,48.0,44.0,360000.0,65000.0,-33.4923545,-70.651797,425000.0,400.6054209897705,San Miguel
San Miguel,2.0,1.0,1.0,1.0,50.0,50.0,450000.0,60000.0,-33.5101141,-70.6628282,510000.0,581.6247463440598,Ciudad del Niño
San Miguel,2.0,1.0,1.0,0.0,45.0,41.0,420000.0,5000.0,-33.51221,-70.6634,425000.0,698.9554252078395,Ciudad del Niño
San Miguel,3.0,2.0,0.0,1.0,59.0,59.0,560000.0,81000.0,-33.4874083,-70.6438668,641000.0,688.5955437794998,San Miguel
San Miguel,2.0,2.0,1.0,0.0,70.0,60.0,460000.0,55000.0,-33.5104605,-70.6484704,515000.0,761.465009315695,Ciudad del Niño
San Miguel,3.0,2.0,0.0,0.0,75.0,70.0,550000.0,90000.0,-33.5096592,-70.6568999,640000.0,32.97103354642911,Ciudad del Niño
San Miguel,3.0,2.0,1.0,0.0,95.0,95.0,900000.0,0.0,-33.480351,-70.652767,900000.0,386.2858043019037,El Llano
San Miguel,2.0,1.0,0.0,1.0,50.0,47.0,370000.0,58000.0,-33.4880494,-70.6476755,428000.0,328.4523479269372,San Miguel
San Miguel,3.0,2.0,1.0,0.0,72.0,68.0,510000.0,80000.0,-33.5101606,-70.6628993,590000.0,588.7962839096413,Ciudad del Niño
San Miguel,1.0,1.0,0.0,0.0,33.0,33.0,340000.0,0.0,-33.4913056,-70.6456357,340000.0,578.4346109746747,San Miguel
San Miguel,2.0,1.0,1.0,1.0,54.0,52.0,430000.0,75000.0,-33.4916839,-70.643233,505000.0,797.132640305557,San Miguel
San Miguel,1.0,1.0,1.0,1.0,36.0,34.0,360000.0,50000.0,-33.4987863,-70.6601344,410000.0,651.9537979532475,Departamental
San Miguel,3.0,2.0,1.0,0.0,76.0,76.0,551580.0,110000.0,-33.506771,-70.662193,661580.0,600.9876633396312,Ciudad del Niño
San Miguel,1.0,1.0,0.0,0.0,18.0,18.0,255000.0,0.0,-33.501396,-70.645966,255000.0,808.5348678743323,Departamental
San Miguel,2.0,2.0,0.0,1.0,63.1,57.6,480000.0,75000.0,-33.491632,-70.64337,555000.0,783.1760611104041,San Miguel
San Miguel,2.0,1.0,1.0,1.0,52.15,52.15,460000.0,0.0,-33.477726,-70.64447,460000.0,255.0496201002187,Bío Bío
San Miguel,2.0,2.0,1.0,0.0,70.0,70.0,550000.0,80000.0,-33.509565,-70.647875,630000.0,809.1869595654287,Ciudad del Niño
San Miguel,2.0,2.0,1.0,0.0,58.0,53.0,650000.0,65000.0,-33.4960125,-70.6588614,715000.0,552.5561194762493,Lo Vial
San Miguel,1.0,1.0,0.0,0.0,39.0,39.0,356905.0,0.0,-33.5078453,-70.6584637,356905.0,252.4815443093289,Ciudad del Niño
San Miguel,2.0,1.0,1.0,0.0,46.0,46.0,470000.0,80000.0,-33.4900267,-70.6451011,550000.0,572.9490968503314,San Miguel
San Miguel,2.0,1.0,1.0,1.0,46.8,46.8,460000.0,0.0,-33.477726,-70.64447,460000.0,255.0496201002187,Bío Bío
San Miguel,2.0,2.0,0.0,0.0,43.0,43.0,495000.0,0.0,-33.4953374,-70.6597476,495000.0,649.5520990146498,Lo Vial
San Miguel,1.0,1.0,1.0,0.0,48.0,40.0,350000.0,75000.0,-33.4931218,-70.6509482,425000.0,461.3214441902806,Lo Vial
San Miguel,1.0,1.0,1.0,1.0,36.8,36.8,400000.0,0.0,-33.477726,-70.64447,400000.0,255.0496201002187,Bío Bío
San Miguel,1.0,1.0,0.0,0.0,35.0,31.0,320000.0,40000.0,-33.4973661,-70.6612496,360000.0,766.9299958271762,Lo Vial
San Miguel,1.0,1.0,1.0,1.0,46.0,46.0,330000.0,50000.0,-33.4794942,-70.6534246,380000.0,496.5218865810369,El Llano
San Miguel,1.0,1.0,0.0,0.0,32.0,32.0,330000.0,50000.0,-33.5011453,-70.6460645,380000.0,797.9755231303604,Lo Vial
San Miguel,2.0,1.0,0.0,0.0,44.0,44.0,379000.0,55990.0,-33.4808954,-70.6477385,434990.0,270.9247314339727,El Llano
San Miguel,2.0,2.0,1.0,0.0,52.0,50.0,458000.0,70000.0,-33.4911033,-70.6580665,528000.0,695.147166836375,San Miguel
San Miguel,1.0,1.0,0.0,0.0,35.0,35.0,385000.0,68000.0,-33.4867874,-70.6474695,453000.0,404.38709571586134,San Miguel
San Miguel,1.0,1.0,0.0,0.0,42.0,34.0,389351.0,45000.0,-33.4909477,-70.6468266,434351.0,462.8177553062123,San Miguel
San Miguel,2.0,2.0,1.0,0.0,68.0,68.0,435000.0,95000.0,-33.4983687,-70.6572645,530000.0,427.9489049699155,Lo Vial
San Miguel,2.0,1.0,1.0,0.0,46.0,46.0,410000.0,85000.0,-33.5074528,-70.6599176,495000.0,382.771073620586,Ciudad del Niño
San Miguel,1.0,1.0,1.0,0.0,36.0,36.0,390000.0,40000.0,-33.4954606,-70.6570278,430000.0,406.45406121469335,Lo Vial
San Miguel,1.0,1.0,0.0,0.0,30.0,30.0,320000.0,40000.0,-33.5047874,-70.66155,360000.0,696.7771144071758,Ciudad del Niño
San Miguel,2.0,2.0,1.0,1.0,55.24,55.24,500000.0,0.0,-33.477726,-70.64447,500000.0,255.0496201002187,Bío Bío
San Miguel,2.0,1.0,1.0,1.0,46.5,43.0,448000.0,70000.0,-33.487523,-70.642498,518000.0,810.4874102160203,San Miguel
San Miguel,2.0,2.0,0.0,1.0,57.0,57.0,430000.0,65000.0,-33.5030088,-70.6607907,495000.0,578.148673906864,Departamental
San Miguel,2.0,2.0,0.0,0.0,45.0,45.0,452000.0,76000.0,-33.487031,-70.6475652,528000.0,382.4024285983199,San Miguel
San Miguel,2.0,2.0,1.0,1.0,5912.0,5344.0,648918.0,0.0,-33.4827872,-70.6509101,648918.0,112.67735277112803,El Llano
San Miguel,3.0,1.0,1.0,0.0,65.0,65.0,530000.0,0.0,-33.4894809,-70.6481724,530000.0,281.931444866327,San Miguel
San Miguel,3.0,2.0,1.0,1.0,65.0,65.0,460000.0,90000.0,-33.5106424,-70.6640822,550000.0,705.4313862940623,Ciudad del Niño
San Miguel,2.0,2.0,0.0,0.0,56.0,53.0,421796.0,57000.0,-33.4867923,-70.6474421,478796.0,406.20640552681573,San Miguel
San Miguel,2.0,2.0,1.0,0.0,55.0,60.0,460000.0,70000.0,-33.4937573,-70.6519523,530000.0,362.8079205040639,Lo Vial
San Miguel,2.0,1.0,1.0,1.0,52.0,49.0,460000.0,40000.0,-33.491632,-70.64337,500000.0,783.1760611104041,San Miguel
San Miguel,2.0,2.0,0.0,0.0,45.0,45.0,428000.0,76000.0,-33.487031,-70.6475652,504000.0,382.4024285983199,San Miguel
San Miguel,3.0,2.0,1.0,1.0,75.0,74.0,550000.0,100000.0,-33.5048572,-70.6567885,650000.0,340.43284021658195,Departamental
San Miguel,3.0,2.0,1.0,0.0,78.0,73.0,600000.0,100000.0,-33.5106424,-70.6640822,700000.0,705.4313862940623,Ciudad del Niño
San Miguel,3.0,2.0,1.0,1.0,85.0,80.0,590000.0,100000.0,-33.5068801,-70.6592747,690000.0,382.682908336635,Ciudad del Niño
San Miguel,2.0,2.0,0.0,0.0,56.0,52.0,450000.0,0.0,-33.4862733,-70.6491212,450000.0,335.67129330984756,San Miguel
San Miguel,1.0,1.0,1.0,0.0,38.0,34.0,345000.0,45000.0,-33.503918,-70.6611746,390000.0,632.7157660195265,Departamental
San Miguel,3.0,1.0,0.0,0.0,43.0,46.0,325000.0,0.0,-33.5155911,-70.6478201,325000.0,1044.5669836191125,Lo Ovalle
San Miguel,2.0,2.0,1.0,1.0,75.0,70.0,420000.0,95000.0,-33.495445,-70.6571134,515000.0,414.43825511764555,Lo Vial
San Miguel,2.0,1.0,0.0,0.0,33.0,30.0,380000.0,40000.0,-33.5010119,-70.6462487,420000.0,775.4256410269644,Lo Vial
San Miguel,2.0,2.0,0.0,0.0,56.0,56.0,491000.0,82000.0,-33.487031,-70.6475652,573000.0,382.4024285983199,San Miguel
San Miguel,1.0,1.0,0.0,0.0,32.0,32.0,330000.0,44990.0,-35.675147,-71.542969,374990.0,245857.8315459122,El Pino
San Miguel,1.0,1.0,0.0,0.0,31.46,31.46,331000.0,56000.0,-33.496369,-70.6520155,387000.0,108.75117417221264,Lo Vial
San Miguel,1.0,1.0,1.0,0.0,35.0,31.0,350000.0,50000.0,-33.491632,-70.64337,400000.0,783.1760611104041,San Miguel
San Miguel,1.0,1.0,0.0,0.0,40.0,35.0,360000.0,40000.0,-33.495095,-70.660399,400000.0,715.0514324509837,Lo Vial
San Miguel,1.0,1.0,0.0,0.0,30.0,30.0,321000.0,44990.0,-33.4808954,-70.6477385,365990.0,270.9247314339727,El Llano
San Miguel,2.0,2.0,1.0,0.0,66.0,61.0,450000.0,80000.0,-33.5099457,-70.6619959,530000.0,502.86303899311025,Ciudad del Niño
San Miguel,1.0,1.0,0.0,0.0,39.65,39.65,360000.0,40000.0,-33.4982043,-70.6534173,400000.0,150.1470438361042,Lo Vial
San Miguel,1.0,1.0,0.0,0.0,43.0,33.0,350000.0,50000.0,-33.4911803,-70.6457966,400000.0,558.6641630120802,San Miguel
San Miguel,1.0,1.0,1.0,1.0,30.85,30.85,365000.0,0.0,-33.5074559,-70.6569744,365000.0,229.99372159608401,Ciudad del Niño
San Miguel,1.0,1.0,0.0,0.0,38.97,32.03,330000.0,47000.0,-33.5079994,-70.6587714,377000.0,261.5537284623316,Ciudad del Niño
San Miguel,1.0,1.0,0.0,0.0,31.6,31.6,320000.0,0.0,-33.507095,-70.657578,320000.0,282.4578542322268,Ciudad del Niño
San Miguel,2.0,2.0,0.0,0.0,56.0,45.0,470000.0,70000.0,-33.491632,-70.64337,540000.0,783.1760611104041,San Miguel
San Miguel,1.0,1.0,1.0,0.0,45.0,39.0,502911.0,60000.0,-33.4914441,-70.6541224,562911.0,406.3156535171365,San Miguel
San Miguel,2.0,1.0,0.0,0.0,44.0,44.0,379000.0,55990.0,-33.4808954,-70.6477385,434990.0,270.9247314339727,El Llano
San Miguel,1.0,1.0,1.0,0.0,38.0,33.0,435000.0,55000.0,-33.4815705,-70.64977,490000.0,125.79778667971055,El Llano
